time,latitude,longitude,curl,ektrx,ektry
UTC,degrees_north,degrees_east,MPa m-1,kg m-1 s-1,kg m-1 s-1
2018-06-10T06:00:00Z,18.5,248.5,-1.4319632,1729.1713,5818.833
2018-06-10T06:00:00Z,18.5,249.5,-0.47178748,716.58264,2079.4055
2018-06-10T06:00:00Z,18.5,250.5,-0.0550514,220.13768,1021.83276
2018-06-10T06:00:00Z,18.5,251.5,0.18554838,131.2731,662.8784
2018-06-10T06:00:00Z,18.5,252.5,0.26159582,360.63464,709.8532
2018-06-10T06:00:00Z,18.5,253.5,0.04588586,545.5127,696.9075
2018-06-10T06:00:00Z,18.5,254.5,-0.20444253,261.51178,358.24673
2018-06-10T06:00:00Z,18.5,255.5,-0.31677803,4.8346133,156.74243
2018-06-10T06:00:00Z,19.5,242.5,-0.96621114,-3340.6838,2739.4001
2018-06-10T06:00:00Z,19.5,243.5,-2.4028974,-4055.515,5787.9414
2018-06-10T06:00:00Z,19.5,244.5,-3.861631,-4389.088,9649.951
2018-06-10T06:00:00Z,19.5,245.5,-4.306269,-3557.2712,11370.078
2018-06-10T06:00:00Z,19.5,246.5,-3.9608736,-2182.4275,10255.7
2018-06-10T06:00:00Z,19.5,247.5,-2.3767292,-972.21375,6525.928
2018-06-10T06:00:00Z,19.5,248.5,-0.7323116,-242.56311,3027.4556
2018-06-10T06:00:00Z,19.5,249.5,-0.21608888,-26.865051,1666.5602
